,Degree,Betweenness,Closeness,Eigenvector
KLKB1,0.007108549471661864,0.0003639777574480872,0.6267290998268521,0.005221023688420532
CYP2A6,0.0038424591738712775,0.00019310129428260688,0.58555814817363,0.0015864255481341674
SERPINC1,0.015754082612872238,0.0005579281731853351,0.683150675743181,0.013518793382820624
HTRA2,0.008837656099903939,0.0005785285980414087,0.6980031014059119,0.011234813347113792
COLEC11,0.0023054755043227667,0.0,0.5503727742494169,0.0018126162629505335
COLEC10,0.0013448607108549472,0.0,0.5207982559413948,0.0006984072032153008
GBA,0.006147934678194044,0.0008119385492033887,0.6665914432700452,0.00635299039468461
AMY2A,0.0069164265129683,0.0009721148514295885,0.6507434447979595,0.005330322254409483
CALCA,0.0011527377521613833,0.0,0.5476086632874173,0.0015536564243576433
S100A9,0.0019212295869356388,6.128441803061411e-06,0.5967221215653438,0.00282566929782545
CTSG,0.0069164265129683,7.697470577941599e-05,0.6576631415697716,0.00893327223134613
APOA1,0.019020172910662825,0.001672215490781125,0.7460638306602702,0.0223634197265631
YEATS4,0.0021133525456292026,0.0001876373823136122,0.6346683263477177,0.003293382667708573
AMY1B,0.004610951008645533,0.00032329376427354717,0.6399753799838596,0.004249098420710262
TGFBI,0.003073967339097022,3.590307020167004e-05,0.6616122160200643,0.0051617483800571835
TYROBP,0.006147934678194044,9.668909085673404e-05,0.6768815513896742,0.010179690243251502
CHIT1,0.0024975984630163303,1.9123691891480808e-05,0.5782870626385409,0.0030357346031167865
RNASE6,0.0013448607108549472,1.491500294239043e-05,0.49081189625766686,0.0007749611066826872
GNLY,0.0009606147934678194,1.476732964593112e-06,0.5124605145545448,0.0006163448763319654
DCD,0.001729106628242075,2.6433520066216697e-05,0.544224465282747,0.0012252415869217297
TPSAB1,0.0019212295869356388,0.00039923475697774784,0.5218008798499544,0.0009164437734058375
FGB,0.015561959654178675,0.0008856152180285468,0.6939694978758736,0.016465126935400032
APOA4,0.001536983669548511,0.0,0.6280907047988739,0.001872693142459774
PIGR,0.003650336215177714,2.2815524302963574e-05,0.6326912901490602,0.005510577104856516
FGG,0.00941402497598463,0.000951631334599878,0.6969107539797197,0.01301112515002714
FBP1,0.006147934678194044,0.00029877999706130135,0.6299071390102051,0.0036654595419474763
AZU1,0.001536983669548511,0.0,0.5662820045707009,0.0014737323947370954
S100A7,0.0026897214217098944,0.00039244178534061957,0.5894357810698464,0.0027742568262938863
PTPRC,0.010182516810758886,0.0007327179787069877,0.7118303854303233,0.016303874997274644
FCER1A,0.0026897214217098944,8.71272449109936e-06,0.6341742199607148,0.002799651080941973
CRYAB,0.005187319884726225,0.0005608816391145215,0.7373241841342094,0.010122519063161618
MNDA,0.0023054755043227667,0.00010547565199606304,0.5767725523384836,0.001051962305644264
PADI4,0.0026897214217098944,0.0,0.7218510691442211,0.006872488721513504
ZG16B,0.00019212295869356388,0.0,0.4284149273227342,6.117232772744867e-05
FGA,0.010758885686839578,0.00018224115393882827,0.7065185742060062,0.013940809070378117
LCN1,0.0011527377521613833,0.0,0.6005255375993295,0.0016372957541268534
FKBP2,0.0013448607108549472,2.8796292809565677e-06,0.5639835333316296,0.0007219363941351916
MPEG1,0.00038424591738712776,0.0,0.49470918611557135,0.0002479330038248319
RARS1,0.003650336215177714,5.343927415621324e-05,0.6393368535862353,0.003344312194773756
THRB,0.007108549471661864,0.00024150737025116517,0.7141353306450563,0.01111616001095949
BCHE,0.008261287223823247,0.0006203939775876237,0.6748688195077275,0.010276273520171575
LPA,0.005379442843419789,2.0581965694016494e-05,0.6704438934862634,0.006525065608349595
PRNP,0.018059558117195004,0.0023834470048532835,0.7523916732108327,0.021096118914540496
CP,0.003266090297790586,6.70067582684124e-06,0.6674653306464292,0.004257337868584454
CYP3A4,0.01729106628242075,0.0034027373214476023,0.6853099391077204,0.015350987809489708
PTGDS,0.00345821325648415,9.884881281745142e-05,0.5826584345326935,0.0034020501985017886
APOC3,0.0019212295869356388,1.1813863716744896e-06,0.6558632556201448,0.0035601417074822466
IGF2,0.009029779058597502,0.00017390376574289636,0.757092861328779,0.02159518650969998
AGXT,0.00845341018251681,0.0014879869003941151,0.6639674336942758,0.005143748990859817
PFKFB1,0.0011527377521613833,1.6244062610524233e-06,0.6232638570987905,0.002149430605149947
DNAJB1,0.008261287223823247,0.0003653252762782786,0.7540878319935503,0.011661538253834107
SHBG,0.00345821325648415,3.507240790908642e-05,0.6855998349643058,0.006167384530292169
ACPP,0.0011527377521613833,0.00010434964311056078,0.5589442280047268,0.0005333274295595678
NGFR,0.0069164265129683,7.732542985850684e-05,0.7344176034064809,0.01607335768841533
SERPIND1,0.003266090297790586,1.5136512887079397e-05,0.6016369486184737,0.0024675115359422033
GC,0.004803073967339097,4.083166647099955e-05,0.6714314110481552,0.0063080911634091725
HSPG2,0.0023054755043227667,3.396485818564157e-06,0.6622016040788358,0.00453527654426814
FABP1,0.009606147934678195,0.00023924919942614164,0.6626737956286811,0.00905179580844069
PPIH,0.0013448607108549472,4.8159953807792877e-05,0.5332755523750355,0.0005328962368997445
A2M,0.005763688760806916,2.281552430296358e-05,0.7118905505300265,0.010895360869448728
SOX2,0.011527377521613832,0.0007368835962779438,0.7605845462784178,0.01949726503834852
ENO2,0.01191162343900096,0.0011922772772883635,0.7044963828565604,0.013857392246494467
SCIN,0.003073967339097022,1.720393903750975e-05,0.6462939780417615,0.0056191194127539115
APOC2,0.0024975984630163303,1.5690287748801814e-05,0.6274685503060979,0.0033960490787542444
CAPN7,0.00019212295869356388,0.0,0.5122661632505244,0.0001710494006657375
SQLE,0.0005763688760806917,0.0,0.5506830205485183,0.0007339313472527171
LECT2,0.00038424591738712776,0.0,0.44445857841833425,0.00015882087987576434
SORD,0.0013448607108549472,0.00025311203013125936,0.5334289713550526,0.0010900911895397893
DDR1,0.004610951008645533,8.611199099783586e-05,0.6158267742690017,0.005636874967319567
C9,0.0023054755043227667,1.2810658467845243e-05,0.5989746303345723,0.002712479034635824
APOC1,0.003266090297790586,2.3793859892006514e-05,0.643342809346982,0.003289629622105116
RBP1,0.0005763688760806917,1.476732964593112e-06,0.5398096785991081,0.00021855353254450813
ELP1,0.0007684918347742555,2.2815524302963584e-05,0.561045521884239,0.0013424345666968197
GSTA2,0.001729106628242075,1.6465572555213197e-05,0.5746837842614602,0.0011656626032668018
SERPINA6,0.0023054755043227667,1.7203939037509756e-05,0.6450833960618716,0.0036372496271562436
APOM,0.0011527377521613833,0.0,0.6197117960681162,0.0019892968644615893
HBB,0.004803073967339097,0.00024148275803508867,0.6597321025132309,0.007654538108768176
ITIH1,0.0011527377521613833,7.38366482296556e-07,0.49005555478626317,0.0004168878603415721
COL3A1,0.004995196926032661,0.0001933412633893532,0.6522894928725613,0.006937868221396254
RBP4,0.00595581171950048,8.960077262668707e-05,0.6464701863773546,0.007674837637173282
ALDOA,0.005187319884726225,0.0001190800544323771,0.6546596930223567,0.00512913151134035
DSC2,0.0009606147934678194,9.13728521841988e-06,0.5410118736822749,0.0005113109282287253
C4BPA,0.003266090297790586,0.00014601197187414397,0.6154453722453482,0.0030874594192702417
AZGP1,0.0023054755043227667,0.00039458304813927956,0.6169722678524441,0.002966416519282836
CTSZ,0.0011527377521613833,2.325854419234152e-05,0.6251509800480987,0.0016180324753169357
SERPINA3,0.005187319884726225,0.00010510646875491476,0.6263600800094324,0.004177442092700252
RBBP8,0.001536983669548511,1.0484804048611095e-05,0.66760074937531,0.004221791537755658
PON1,0.0021133525456292026,4.0610156526310575e-06,0.5891360328864692,0.0038400154395150975
BAG6,0.0019212295869356388,0.00011082880899271307,0.6282424588481058,0.003296760771682454
ORM2,0.001536983669548511,4.504035542008991e-06,0.6643304401098297,0.00258147248994367
NME1,0.0067243035542747355,0.0005725847478589217,0.6741350108087177,0.0069321566627331245
CD14,0.0007684918347742555,2.436609391578635e-06,0.5021531073882765,0.0004688753526206652
SPP1,0.0069164265129683,2.7134968224398458e-05,0.7287450893591108,0.015798747232684006
MEP1B,0.0005763688760806917,0.0,0.5721349342658952,0.0006608409787020187
ENPP2,0.0007684918347742555,1.1297007179137305e-05,0.4936889629178838,0.00017308347796078747
CNDP1,0.0005763688760806917,1.5044217076792326e-05,0.5197595129168625,0.0007370019985894736
TAT,0.0007684918347742555,0.0,0.5834508813192993,0.001950964262861908
KLK4,0.005379442843419789,0.00016875365952887796,0.6215903899608424,0.006538207996960194
FOXM1,0.004610951008645533,5.076269565788821e-06,0.7241157624042001,0.01138823334175562
XDH,0.0038424591738712775,0.0006684247172610148,0.6232059357666329,0.005098879536924851
FOLR1,0.0024975984630163303,4.877525920970665e-05,0.6631088393157565,0.004621090147674861
THRA,0.003266090297790586,2.252017771004495e-06,0.6751933268491623,0.006607553157889249
GPT2,0.001729106628242075,7.38366482296556e-07,0.5759660693888554,0.001606856025186273
NPPA,0.0026897214217098944,0.00010852141373553631,0.6459262109635683,0.005233420214960912
MT3,0.0005763688760806917,1.3032168412534212e-05,0.45173586022735307,0.00018192814809392833
HSP90B1,0.003266090297790586,7.754693980319583e-05,0.7052863821674715,0.007751371730557239
CTSD,0.006532180595581172,0.000142800077676154,0.707940803632099,0.012830129494598795
SRR,0.0007684918347742555,0.0,0.5657205146846276,0.0004547942672798832
EPO,0.0026897214217098944,2.584282688037946e-06,0.6990137864083072,0.007758741948637651
IGFBP2,0.0021133525456292026,4.873218783157268e-06,0.7105102320005979,0.00678620393351729
PDGFA,0.0024975984630163303,2.078501647664805e-05,0.6795626855599848,0.005567428781261452
APLP2,0.0011527377521613833,6.460706720094862e-06,0.6206541856078437,0.001294560374962583
APOD,0.0021133525456292026,1.2404556902582142e-05,0.6066228471646894,0.003571876657873578
CRYM,0.00038424591738712776,4.35636224554968e-06,0.46761210838825523,0.00014090067894575336
TIRAP,0.0038424591738712775,0.0007861203345390856,0.6621904546991663,0.005456468136494537
TAB1,0.012487992315081652,0.0002373663648962853,0.7551611342160317,0.02221510318437937
MAP3K5,0.015177713736791547,0.00035565267536019363,0.7537135000448433,0.02561715878659931
RIPK2,0.011527377521613832,0.00020422601594920824,0.7294450624677382,0.015343938790755313
CREBBP,0.06071085494716619,0.008875017443908142,0.8530252428976017,0.07045391797467879
OTULIN,0.004034582132564841,0.00027979782541226076,0.7074515728994097,0.004920690635799612
CALCOCO2,0.005379442843419789,0.0005280243306523246,0.681421745216197,0.005387522080489873
RNF31,0.00845341018251681,0.0001520665770289758,0.7382909261037676,0.011465912309609593
BIRC2,0.020365033621517772,0.0009481794712951415,0.7761988132870169,0.03156486834589245
CD209,0.006147934678194044,2.220637195506892e-05,0.6843387482720052,0.008512137658476622
CEACAM6,0.0026897214217098944,0.00034861973461631883,0.6093811772658884,0.0024054198435962335
COLEC12,0.00019212295869356388,0.0,0.4085319633500823,2.8833872628181838e-05
CD96,0.0011527377521613833,4.7255454866979585e-06,0.5313939249444007,0.0006202068906565
CEACAM3,0.00038424591738712776,0.0,0.4401730320372662,0.00010780245074980288
PAEP,0.00019212295869356388,0.0,0.3825940512266756,1.5837197453704023e-05
CXADR,0.0026897214217098944,0.0004112701306391817,0.5770202004970505,0.001623223317008986
CSNK1D,0.01037463976945245,0.002690533624840421,0.7376347586403726,0.009743067431507286
LMAN1,0.0026897214217098944,0.00041994593680616624,0.5683969523916617,0.0013016796018606258
CFB,0.005379442843419789,7.375050547338768e-05,0.6112308442791293,0.005094126789265331
C5,0.007492795389048991,0.00013085699982500707,0.659740533542641,0.007821068798915887
CAPG,0.00038424591738712776,0.0,0.4702732519751645,0.00019542837514575809
HTRA1,0.001536983669548511,0.0004051416888361205,0.6269875361122514,0.0025356425099656316
PTMA,0.001729106628242075,2.5104460398082896e-06,0.6332325361783107,0.0026712879228572867
SOD1,0.04226705091258405,0.007865061310260858,0.783838838734233,0.04117285881601301
NEDD8,0.01940441882804995,0.0023968975809391183,0.744362675338371,0.018223011615073774
PGAM1,0.003266090297790586,0.00015957945598634314,0.5928952958804943,0.0021355893836289184
PARK7,0.030355427473583094,0.005043307655408302,0.7761008922875324,0.0280550949285532
CTSF,0.0005763688760806917,4.134852300860713e-06,0.44084160881692624,0.00014630740623171453
CXCL1,0.007492795389048991,0.00021277876103581003,0.6825558955758612,0.0145561088698806
ENO1,0.010566762728146013,0.0002815760580237917,0.7621296201474879,0.01225223820952017
PDHB,0.003650336215177714,8.306622925836254e-06,0.6051319214267508,0.002016833873359883
NME2,0.0026897214217098944,3.0660668177364486e-05,0.6436977670102807,0.0027515376236133455
PGK1,0.02324687800192123,0.004980411137224673,0.7304501745040284,0.02067589373261697
HERPUD1,0.00038424591738712776,2.547364363923117e-06,0.4309495482133854,0.00011389747858108176
RPS3,0.004034582132564841,0.000790052136057315,0.6989804691572828,0.004330826654679846
COPS5,0.008069164265129682,0.0006049251997835107,0.7154224823403025,0.011200375554278563
PDHX,0.0024975984630163303,0.00023123792309322395,0.5726933715945918,0.0014099066575816474
HSPE1,0.001536983669548511,1.2552230199041452e-06,0.6276685556385013,0.001753865366897024
CDKN1B,0.013256484149855908,0.0003758839169751191,0.7898598656537786,0.029664458742837685
KIF11,0.01690682036503362,0.0021346482655894396,0.6838495645105147,0.011339408005252356
ARNTL2,0.00038424591738712776,0.0,0.5208539742560903,0.00022360379168623003
PARD3,0.001536983669548511,2.953465929186224e-07,0.6629776211635015,0.0026526027357314857
GP1BA,0.008261287223823247,0.0005402812142584473,0.7120251939744123,0.01216793998736607
PHF12,0.0005763688760806917,2.1966402848322534e-06,0.5708059068374479,0.0004510786765949664
NTS,0.004610951008645533,7.955898846745392e-05,0.6319648553337968,0.005089120227097484
F2RL3,0.0011527377521613833,2.5104460398082905e-06,0.5778398719428463,0.0008597450138472205
EDNRB,0.003266090297790586,8.723799988333806e-05,0.6117194744783845,0.0027485914878290145
PROC,0.002881844380403458,3.1749758738751906e-06,0.5822701648101304,0.0025122175995310387
GP9,0.0013448607108549472,2.953465929186224e-07,0.6163498205449236,0.0020466712605650525
SULT1A4,0.0007684918347742555,0.0,0.49664240826015743,0.0005598773434137468
CPB1,0.0007684918347742555,0.0,0.5743578433095301,0.0012220747605556812
GP1BB,0.001729106628242075,2.6212010121527733e-05,0.6580576466506517,0.002353368150479171
MB,0.001536983669548511,3.2303533600474325e-05,0.6708333408680162,0.003133023201415082
GRP,0.001536983669548511,0.00040968264270224404,0.6332025651664113,0.0034503081067606203
GRM2,0.002881844380403458,2.552902112540342e-05,0.6068811279597877,0.002112456551545303
SERPINA5,0.0038424591738712775,2.894396610602499e-05,0.6187450643888098,0.00485646021678963
CETP,0.0019212295869356388,5.906931858372448e-07,0.6264977262278153,0.003597390731250632
C2,0.001729106628242075,1.2552230199041452e-06,0.5726161270205383,0.0008349925020607516
MAT1A,0.0007684918347742555,0.0,0.5343229342195903,0.0003141685170279489
SEPSECS,0.0005763688760806917,6.571461692439348e-06,0.5131014624024124,0.00019904961258379182
PRKCH,0.0005763688760806917,0.0,0.5685468209335449,0.0009772108865438917
PIK3C2A,0.004034582132564841,0.0002897288545991494,0.644997134939845,0.005680629301144715
TRIO,0.0023054755043227667,1.0189457455692479e-05,0.6388544373908186,0.003673989289524851
ABCC6,0.00038424591738712776,0.0,0.4737951437483386,0.00020998393016481704
ALOX5AP,0.00038424591738712776,9.155744380477293e-06,0.4558459868052575,0.00017177074424222388
C5AR1,0.0019212295869356388,1.831148876095459e-05,0.5835441477593484,0.0016341303485299507
C8A,0.0013448607108549472,1.5579532776457328e-05,0.5777634673070471,0.0009602626797496706
GOT2,0.0021133525456292026,3.3687970754780364e-05,0.6420581462780188,0.0032671931768485356
NR1H4,0.008645533141210375,8.504135959850583e-05,0.7096709154310329,0.013225874134990663
F5,0.0019212295869356388,5.1685653760758905e-06,0.5886558424684527,0.0023634098001769645
ADAMTS13,0.0021133525456292026,1.2183046957893174e-06,0.5783378198305962,0.0020314069199313498
ARHGEF25,0.0011527377521613833,9.377254325166262e-06,0.6418474957560812,0.00165325478058719
F2R,0.004226705091258405,0.00012280880516797477,0.6529685299525005,0.007765942997133358
PECAM1,0.015177713736791547,0.0007273832808723947,0.7446996702238857,0.028826221062794415
GOT1,0.0026897214217098944,2.4439930564016002e-05,0.5801965868109776,0.0010627667887050203
CPS1,0.0013448607108549472,1.122317053090765e-05,0.5831859365900885,0.001125714060794861
HPD,0.0009606147934678194,0.0011485290632122932,0.46598189264478357,0.00015820683355505962
F13A1,0.004610951008645533,7.708546075176046e-05,0.6292569382408668,0.004594099578675115
LGALS3BP,0.0011527377521613833,0.0,0.6021820429284781,0.0022276457388541388
CYGB,0.0013448607108549472,2.215099446889668e-07,0.5907687272133793,0.002776376652559549
GHRL,0.0011527377521613833,0.0,0.637411175043383,0.002523734243643099
THPO,0.0013448607108549472,1.476732964593112e-07,0.5856708583950667,0.0021139023761496648
ADIPOQ,0.004418828049951969,5.454682387965809e-05,0.7023002669238286,0.010100330088737942
CPB2,0.003073967339097022,3.47032246679381e-06,0.6029759823892539,0.0030505026842607857
SERPINE2,0.00038424591738712776,0.0,0.5636689545073351,0.00033290794220065107
ASGR1,0.0013448607108549472,6.940644933587624e-06,0.6141814003758864,0.00161701826965489
PLCB3,0.0021133525456292026,3.322649170334501e-06,0.6520520362111913,0.0034380457857853936
AVPR1A,0.00019212295869356388,0.0,0.5115395557171536,0.0001982839587533507
PROS1,0.0005763688760806917,0.0,0.49092503579660834,0.00037307750230202287
PF4V1,0.0005763688760806917,0.0,0.5692528510599364,0.0006611867020931758
IGFBP1,0.0019212295869356388,1.9197528539710456e-06,0.6806565447134764,0.0051426052480416625
AVPR2,0.001536983669548511,5.53774861722417e-07,0.59473589203203,0.0013232135488384356
UGT2B10,0.0009606147934678194,9.897802695185332e-05,0.5466716223345752,0.0004383808693180167
F2RL1,0.001729106628242075,1.476732964593112e-07,0.5620146377582406,0.0017224819163280589
GP6,0.0019212295869356388,1.698242909282079e-06,0.6547034087381373,0.0036889676349044134
CYSLTR1,0.0007684918347742555,2.584282688037946e-06,0.5143022213377084,0.0007894778748557553
ORM1,0.001536983669548511,9.561845945740396e-06,0.5628164919080274,0.0014029313912937748
GRM1,0.001536983669548511,0.00038461510062827637,0.5776180431034887,0.0013698567091879664
NMB,0.0005763688760806917,0.0,0.4986031792648107,0.00044043791243316696
PPIG,0.004418828049951969,0.0006798755507906304,0.6879245525291698,0.006395232383489808
CYP1A2,0.0021133525456292026,3.014381163975691e-05,0.6129019816167297,0.0023526528750823323
P2RY12,0.0023054755043227667,1.8163815464495272e-05,0.5955845241832283,0.003904462398731172
TBP,0.014793467819404419,0.00048649121602314325,0.796599921230821,0.027402703666028958
RPA1,0.014024975984630164,0.0005731939002068165,0.7626653489387698,0.014723846905812512
BRD4,0.0845341018251681,0.024753896298396538,0.8119340044873655,0.054039910832926245
LARP1,0.003073967339097022,0.0001369485233039537,0.5931446579041939,0.0020273626456552606
H2AC13,0.0011527377521613833,0.0,0.6988088997930202,0.0036441799438563147
MAP1LC3B,0.018059558117195004,0.0015402140229085583,0.7475697194254668,0.028268486774941242
EXO1,0.006147934678194044,6.875422560984762e-05,0.6866667545561952,0.008624963590835574
TOP2A,0.012103746397694525,0.0008851414328690729,0.7479658261354216,0.015779869983864554
WEE1,0.009798270893371758,0.0007588192338561703,0.7286654703840538,0.0169281843446897
RXRA,0.02190201729106628,0.002149095636426375,0.7344911528438673,0.022912405897109116
EGLN1,0.010566762728146013,0.0011611428239515255,0.7021736796862227,0.013690548642877587
SMYD2,0.007300672430355428,0.00048220869042582315,0.7515023166122791,0.010389068706763446
CHEK1,0.04438040345821326,0.0069109379887832304,0.7938350038992448,0.04552338952753459
SMYD3,0.006340057636887608,5.5654373603102915e-05,0.7308122759940812,0.010369051996242957
SMARCA2,0.00595581171950048,4.208688949090369e-05,0.7036810387392332,0.010606623487005112
EGLN2,0.0009606147934678194,0.0,0.6434663654413894,0.0015241124251601456
KMT5A,0.006340057636887608,0.00045856250383027603,0.7312419529818291,0.007314985072146796
KMT2A,0.015177713736791547,0.001045385418689483,0.7490385019197275,0.017457813344451043
NANOG,0.007108549471661864,0.0007403908370688523,0.671366507041271,0.012101377108464697
PIWIL1,0.003073967339097022,4.354516329343942e-05,0.6765964612279308,0.006033618835470517
SIRT2,0.014217098943323727,0.0005386014305112227,0.7561765200256845,0.020886648730713837
DPF2,0.001729106628242075,7.162154878276592e-06,0.5769074092846561,0.0024466225463454813
RAD18,0.007492795389048991,0.00017765097564055132,0.6908845131919211,0.008509614502174198
PLK1,0.0388088376560999,0.006104008025551418,0.7976562664245515,0.03597099744470967
BUB1,0.0067243035542747355,1.443506472889767e-05,0.6901481762461767,0.008122755471321528
TRIM24,0.007877041306436119,0.0002279521922470043,0.7456730013679047,0.013779353518926086
WDR5,0.02478386167146974,0.0021291966597284826,0.7695845286263149,0.023785995829710325
CECR2,0.0009606147934678194,1.1887700364974552e-05,0.5225082288271893,0.001502729625086618
ANP32A,0.0007684918347742555,4.208688949090367e-06,0.5930290581884293,0.001403303197335144
MAPKAPK2,0.009221902017291067,0.0003996900829751642,0.7092596330450158,0.014395818797452246
BRDT,0.0013448607108549472,0.0,0.6531248218532246,0.003253224381991183
KDM5A,0.008069164265129682,0.001213782201085251,0.6554579155057032,0.008296542915718807
NSD2,0.006340057636887608,2.357234994731755e-05,0.7156523884349224,0.011533724004001622
EHMT1,0.01191162343900096,0.0015082981317112896,0.7426874974761136,0.01415348320422601
EHMT2,0.014601344860710855,0.0007267556693624427,0.7562686647398509,0.016814513674631368
KDM4A,0.01729106628242075,0.0006952951041625903,0.7222483817123959,0.016182825490531752
ARID5B,0.0013448607108549472,3.204510533167054e-05,0.5428563899717488,0.001401007990731117
DEFB1,0.004610951008645533,1.3438269977797321e-05,0.6773635789770782,0.00679018964444146
MSL3,0.0011527377521613833,6.645298340669004e-07,0.5707042095995081,0.0011396105627785311
ASH2L,0.004610951008645533,0.00013462266888471954,0.7274988005905677,0.009204044934402678
FXR1,0.004418828049951969,0.0006502609017965195,0.6148630349645753,0.004588951008398636
CDC27,0.0026897214217098944,2.1929484524207722e-05,0.6737564013733309,0.00428485240788715
AGO3,0.0013448607108549472,6.571461692439345e-06,0.6179549396546846,0.0015601261902508446
KDM5C,0.003073967339097022,0.00014465829998993367,0.6251541219624153,0.0036790686460922697
HDAC8,0.01191162343900096,0.0003950629863527722,0.7382384997242669,0.015190621241255808
ATRX,0.00941402497598463,0.000475194208844006,0.7544625731208882,0.015590199970037596
TP53BP1,0.01978866474543708,0.001984796788007353,0.7838656561275488,0.022944283668879947
AGO2,0.02574447646493756,0.003959231833046477,0.7973935392270076,0.03136976602513504
RBBP5,0.007300672430355428,0.00018176736877935465,0.7424910281397001,0.01250774872430556
ATXN7,0.0009606147934678194,0.0,0.6300651832228983,0.0023184682105201557
SAP30,0.0007684918347742555,0.0,0.5749453335014805,0.0015155600084687628
KMT5B,0.0026897214217098944,7.370743409525367e-05,0.625150186812207,0.0026289319112937372
U2AF2,0.012680115273775217,0.0004954254504589317,0.6530638391238776,0.006654294222578539
SUZ12,0.011335254562920269,0.00011228092974122963,0.7297788041316422,0.01657477612612569
DROSHA,0.004418828049951969,0.0005651457055497838,0.6884212190374507,0.006209449779029554
NISCH,0.00038424591738712776,1.3290596681338008e-06,0.5088622269149969,0.0005246873339143742
SLBP,0.0013448607108549472,1.993589502200701e-06,0.5717750848609804,0.001489633369628952
ATXN7L3,0.0009606147934678194,7.16215487827659e-06,0.5471053451422576,0.0013232789030713373
WDR61,0.0007684918347742555,0.0,0.604996069415667,0.001998185500969699
POLI,0.012295869356388088,0.0018425566382469403,0.7498174285533655,0.012348686132937964
ILF3,0.004034582132564841,3.931801518229164e-05,0.6364329786423265,0.0037865273404420426
GADD45A,0.0026897214217098944,1.4822707132103362e-05,0.6180725009032633,0.0054282976849261075
KAT8,0.006147934678194044,0.000293500676712881,0.7165439939146168,0.007719023107949911
AGO1,0.010182516810758886,0.0004778646342883121,0.729632838600283,0.012172239942979154
CDCA8,0.0023054755043227667,8.267858685515689e-05,0.6490958051865717,0.0032368290709001786
PRMT6,0.006340057636887608,0.00019590708691533367,0.6684462346646621,0.00595335285479531
PARP2,0.007492795389048991,0.00031546707956120343,0.6995664784192589,0.009775189746408985
LMNB1,0.01095100864553314,0.0008116124373403743,0.7075425695004821,0.016906631429782618
MCM6,0.005379442843419789,0.0005311993065261996,0.6731581128257943,0.007734539605914046
DAXX,0.01037463976945245,0.00021028677415805918,0.7652938287796823,0.017521450843580717
PSMC5,0.004803073967339097,0.00010446039808290523,0.7412373191071732,0.010099887636804214
NCL,0.004995196926032661,0.0001765065075929916,0.7388843272404181,0.009642250364816933
USP7,0.02920268972142171,0.0030666759700843445,0.7827350338272918,0.029629382212004413
NF1,0.014601344860710855,0.0007698208944423895,0.7745059744752317,0.02677200015119249
L3MBTL1,0.003266090297790586,8.092496645970252e-05,0.7355961458036967,0.004861970338909336
GTF2B,0.005763688760806916,6.61022593275992e-05,0.7381918209329076,0.009653104929184992
PHF20,0.002881844380403458,0.00015701363246036257,0.7348891989183297,0.006403291359787521
PBRM1,0.011719500480307397,0.00020410295486882556,0.705370466003506,0.016542392221437982
KDM4B,0.002881844380403458,3.2082023655785354e-05,0.6310338462911141,0.003917622569335874
CBX7,0.003650336215177714,3.479552047822521e-05,0.674003057179627,0.006389368376641033
VRK1,0.006532180595581172,0.0002925777186100103,0.7131736462923844,0.007682285534019288
TOPBP1,0.007108549471661864,0.0003389655928602915,0.7312013171710912,0.008882475522331608
SMC2,0.0019212295869356388,5.3531569966500285e-06,0.6088397391462642,0.0026283567237873427
CTBP1,0.005571565802113353,0.00012666677003797424,0.6977067338083545,0.008261407557178546
CBX3,0.006532180595581172,0.0004156080337226739,0.6781639812311233,0.006517819784554926
SIRT6,0.012295869356388088,0.00048248557785668465,0.7178266117549384,0.01686322283653602
EED,0.00845341018251681,0.00015214041367720544,0.6926610462357333,0.010914754025468076
TAF3,0.002881844380403458,0.0001241747831602233,0.6608588235733529,0.005126942582063095
HNRNPA2B1,0.009990393852065321,0.00024295949099968175,0.7044812405329274,0.012990004856660442
BRPF3,0.0011527377521613833,6.645298340669e-06,0.6617665642376895,0.002891709149290367
ACLY,0.010758885686839578,0.0014015549505872844,0.6837470735512635,0.011011758118557365
KIF2C,0.001729106628242075,2.154184212100202e-05,0.5426179293027215,0.0018257303265303807
HNRNPK,0.009990393852065321,0.0003256011595307237,0.7465630407505591,0.010946005260788934
BRD1,0.004995196926032661,0.0006189172446230305,0.7012280181192451,0.006141368636254398
PPIE,0.004803073967339097,0.00041699247087697997,0.6594226347500642,0.0028674046844808488
MBD2,0.0021133525456292026,7.38366482296556e-08,0.6428997857904799,0.0038777239985174215
RCOR1,0.015946205571565803,0.0006140624850019307,0.715232192861754,0.017015564531686598
RB1,0.018635926993275695,0.0015384357902970274,0.7728340125982659,0.032616410495057854
PHF2,0.0007684918347742555,2.953465929186224e-07,0.5711852926878689,0.001498626423501444
GPS2,0.0009606147934678194,0.0,0.5728151815533324,0.0017557751794445966
TDRD3,0.003073967339097022,8.273396434132908e-05,0.5980500785227777,0.003545389710261484
NR5A2,0.006532180595581172,0.00040195440685420673,0.6910118740542281,0.008012862047837204
BRD9,0.006147934678194044,9.980868924443697e-05,0.6557214928906551,0.005554971555592152
FMR1,0.008069164265129682,0.0010092854507592008,0.6852672132810794,0.0075396120488756884
TCF7L2,0.004610951008645533,7.811917382697562e-05,0.6866037918358391,0.008503616529219507
PHC1,0.0013448607108549472,0.0,0.6218326807096415,0.0028966458871496617
UTY,0.0026897214217098944,0.00045056968665941585,0.6774925333193053,0.004507669977283779
KDM1A,0.024015369836695485,0.0012387266820788364,0.7784943246988688,0.02624340613494795
UHRF1,0.013064361191162345,0.0002061519218571985,0.7042891897156087,0.013272603650650302
